activity_id,assay_chembl_id,document_chembl_id,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,assay_description,assay_type,assay_organism,doc_title,doc_abstract
17998413,CHEMBL4001767,CHEMBL4000215,CHEMBL4073062,IC50,nM,1000.0,IC50,nM,1000.0,"Inhibition of N-terminal 6His/TEV protease cleavage site-tagged wild type human EGFR using poly (Glu,Tyr) 4:1 as substrate after 1 hr by ELISA",A,Homo sapiens,"A structure-guided optimization of pyrido[2,3-d]pyrimidin-7-ones as selective inhibitors of EGFRL858R/T790M mutant with improved pharmacokinetic properties.","Structural optimization of pyrido[2,3-d]pyrimidin-7-ones was conducted to yield a series of new selective EGFRT790M inhibitors with improved pharmacokinetic properties. One of the most promising compound 9s potently suppressed EGFRL858R/T790M kinase and inhibited the proliferation of H1975 cells with IC50 values of 2.0 nM and 40 nM, respectively. The compound dose-dependently induced reduction of the phosphorylation of EGFR and downstream activation of ERK in NCIH1975 cells. It also exhibited moderate plasma exposure after oral administration and an oral bioavailability value of 16%. Compound 9s may serve as a promising lead compound for further drug discovery overcoming the acquired resistance of non-small cell lung cancer (NSCLC) patients."
17998414,CHEMBL4001767,CHEMBL4000215,CHEMBL4101484,IC50,nM,1000.0,IC50,nM,1000.0,"Inhibition of N-terminal 6His/TEV protease cleavage site-tagged wild type human EGFR using poly (Glu,Tyr) 4:1 as substrate after 1 hr by ELISA",A,Homo sapiens,"A structure-guided optimization of pyrido[2,3-d]pyrimidin-7-ones as selective inhibitors of EGFRL858R/T790M mutant with improved pharmacokinetic properties.","Structural optimization of pyrido[2,3-d]pyrimidin-7-ones was conducted to yield a series of new selective EGFRT790M inhibitors with improved pharmacokinetic properties. One of the most promising compound 9s potently suppressed EGFRL858R/T790M kinase and inhibited the proliferation of H1975 cells with IC50 values of 2.0 nM and 40 nM, respectively. The compound dose-dependently induced reduction of the phosphorylation of EGFR and downstream activation of ERK in NCIH1975 cells. It also exhibited moderate plasma exposure after oral administration and an oral bioavailability value of 16%. Compound 9s may serve as a promising lead compound for further drug discovery overcoming the acquired resistance of non-small cell lung cancer (NSCLC) patients."
18450540,CHEMBL4178350,CHEMBL4177539,CHEMBL4212326,IC50,nM,652.0,IC50,nM,652.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450542,CHEMBL4178350,CHEMBL4177539,CHEMBL4207951,IC50,nM,805.0,IC50,nM,805.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450543,CHEMBL4178350,CHEMBL4177539,CHEMBL3608429,IC50,nM,178.0,IC50,nM,178.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450544,CHEMBL4178350,CHEMBL4177539,CHEMBL4204566,IC50,nM,10000.0,IC50,uM,10.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450545,CHEMBL4178350,CHEMBL4177539,CHEMBL3608432,IC50,nM,1450.0,IC50,nM,1450.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450546,CHEMBL4178350,CHEMBL4177539,CHEMBL4216679,IC50,nM,160.0,IC50,nM,160.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450547,CHEMBL4178350,CHEMBL4177539,CHEMBL4218154,IC50,nM,649.0,IC50,nM,649.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450548,CHEMBL4178350,CHEMBL4177539,CHEMBL4208829,IC50,nM,673.0,IC50,nM,673.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450549,CHEMBL4178350,CHEMBL4177539,CHEMBL4205392,IC50,nM,83.0,IC50,nM,83.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450550,CHEMBL4178350,CHEMBL4177539,CHEMBL3989970,IC50,nM,307.0,IC50,nM,307.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450551,CHEMBL4178350,CHEMBL4177539,CHEMBL4213609,IC50,nM,750.0,IC50,nM,750.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450552,CHEMBL4178350,CHEMBL4177539,CHEMBL4206501,IC50,nM,152.0,IC50,nM,152.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450553,CHEMBL4178350,CHEMBL4177539,CHEMBL3545308,IC50,nM,1598.0,IC50,nM,1598.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450554,CHEMBL4178350,CHEMBL4177539,CHEMBL553,IC50,nM,11.0,IC50,nM,11.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450555,CHEMBL4178350,CHEMBL4177539,CHEMBL3883534,IC50,nM,6.0,IC50,nM,6.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450556,CHEMBL4178350,CHEMBL4177539,CHEMBL3786098,IC50,nM,5100.0,IC50,nM,5100.0,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,A,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
18450557,CHEMBL4178351,CHEMBL4177539,CHEMBL4213400,IC50,nM,78.0,IC50,nM,78.0,Inhibition of EGFR T790M/L858R double mutant phosphorylation in human H1975 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,B,Homo sapiens,"Discovery of N-((3R,4R)-4-Fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)pyrrolidine-3-yl)acrylamide (PF-06747775) through Structure-Based Drug Design: A High Affinity Irreversible Inhibitor Targeting Oncogenic EGFR Mutants with Selectivity over Wild-Type EGFR.","Mutant epidermal growth factor receptor (EGFR) is a major driver of non-small-cell lung cancer (NSCLC). Marketed first generation inhibitors, such as erlotinib, effect a transient beneficial response in EGFR mutant NSCLC patients before resistance mechanisms render these inhibitors ineffective. Secondary oncogenic EGFR mutations account for approximately 50% of relapses, the most common being the gatekeeper T790M substitution that renders existing therapies ineffective. The discovery of PF-06459988 (1), an irreversible pyrrolopyrimidine inhibitor of EGFR T790M mutants, was recently disclosed.1 Herein, we describe our continued efforts to achieve potency across EGFR oncogenic mutations and improved kinome selectivity, resulting in the discovery of clinical candidate PF-06747775 (21), which provides potent EGFR activity against the four common mutants (exon 19 deletion (Del), L858R, and double mutants T790M/L858R and T790M/Del), selectivity over wild-type EGFR, and desirable ADME properties. Compound 21 is currently being evaluated in phase-I clinical trials of mutant EGFR driven NSCLC."
